customer_id,cohort_month,txn_month
5557,2021-04,2022-07
90650,2023-09,2023-02
79496,2023-07,2021-04
821,2021-01,2021-03
31608,2023-12,2021-09
82965,2022-06,2023-08
20002,2023-03,2022-11
20303,2023-05,2021-06
49974,2022-12,2023-02
18861,2021-10,2021-11
78548,2021-04,2021-06
78869,2022-11,2023-10
18538,2023-09,2022-06
50493,2022-12,2023-01
48838,2022-10,2021-05
72394,2023-11,2021-03
33131,2022-09,2021-03
99130,2023-12,2022-02
80519,2022-06,2022-08
46617,2022-08,2021-02
4361,2021-01,2021-04
40978,2022-09,2023-08
19629,2022-01,2022-07
82082,2021-05,2023-02
84482,2023-05,2023-08
43695,2022-11,2022-02
59496,2021-05,2022-11
11388,2023-07,2022-02
49689,2023-06,2021-01
23764,2023-06,2023-03
96693,2021-08,2023-10
23196,2022-06,2022-05
2406,2023-06,2022-05
320,2023-04,2022-01
80124,2023-10,2021-07
16318,2021-09,2022-08
80040,2022-01,2022-11
23983,2023-01,2021-08
42239,2023-04,2022-07
88100,2023-07,2023-06
69797,2022-01,2021-12
13292,2021-04,2022-11
45015,2021-07,2023-03
77013,2023-08,2023-12
81981,2021-10,2021-08
89857,2022-05,2021-07
78794,2023-02,2023-02
89547,2021-02,2022-07
55328,2022-01,2023-09
67713,2021-11,2021-08
21296,2023-06,2021-01
64226,2021-04,2022-12
70076,2023-05,2021-03
60426,2022-11,2021-10
53482,2022-06,2023-01
96703,2022-01,2023-01
95551,2023-10,2021-10
50635,2023-09,2022-12
36587,2021-04,2022-12
82514,2022-07,2022-06
87398,2023-01,2023-12
40999,2022-07,2023-03
76480,2021-12,2022-06
92489,2021-11,2021-10
38173,2022-02,2021-12
28220,2023-02,2021-05
72120,2021-04,2023-12
44813,2023-12,2021-10
68067,2023-02,2023-10
48832,2022-07,2023-11
91311,2021-08,2021-11
88621,2021-03,2021-11
38202,2021-02,2021-12
40198,2021-05,2023-08
54698,2023-09,2023-07
89121,2023-06,2021-08
19693,2023-12,2023-08
56076,2022-01,2021-01
22245,2021-12,2023-01
49502,2021-10,2023-12
64011,2021-07,2023-11
11657,2022-01,2021-03
499,2023-10,2023-08
14487,2023-01,2021-10
30064,2022-06,2021-10
89597,2022-10,2023-08
71853,2021-06,2021-10
52462,2021-08,2023-11
10410,2021-07,2021-06
65163,2023-06,2021-10
25307,2022-01,2021-04
39941,2021-04,2023-11
66508,2021-11,2023-05
55175,2023-05,2021-06
27636,2023-07,2023-10
69852,2021-04,2023-01
39209,2023-04,2023-11
84106,2023-11,2021-07
98242,2023-09,2023-11
98022,2021-07,2022-07
83052,2021-02,2023-06
95150,2023-05,2021-07
85777,2023-03,2021-02
39324,2023-08,2023-07
70262,2022-01,2023-09
2756,2023-08,2023-06
31952,2022-11,2023-01
46465,2023-12,2022-07
60546,2021-11,2022-07
198,2021-05,2021-08
6985,2023-11,2023-04
7090,2021-12,2021-08
66474,2021-03,2021-01
84828,2021-09,2022-12
25780,2022-05,2022-08
76585,2021-11,2022-08
76681,2021-03,2023-08
48453,2021-06,2022-09
6483,2023-11,2022-12
40269,2023-04,2021-07
91123,2022-03,2021-11
64353,2022-03,2021-07
82169,2021-07,2022-01
27294,2022-11,2023-04
52988,2023-05,2022-01
71719,2021-10,2021-01
21334,2021-11,2022-05
75266,2023-01,2021-08
75695,2021-04,2021-11
3176,2022-09,2021-12
93668,2023-10,2022-09
25801,2021-01,2022-08
4962,2022-07,2023-12
89391,2022-05,2022-10
32652,2022-06,2023-12
92680,2022-12,2021-06
12901,2021-05,2021-04
87180,2023-10,2023-10
51516,2023-10,2021-05
17754,2023-08,2022-11
52884,2023-01,2021-02
25153,2023-02,2021-09
83951,2021-04,2021-02
13526,2023-09,2023-10
19378,2021-04,2021-08
22864,2021-02,2021-10
36753,2022-06,2022-10
34157,2023-02,2023-08
60824,2021-12,2022-12
88055,2023-05,2023-06
83139,2021-01,2021-04
57553,2022-01,2022-06
94593,2022-08,2023-08
79355,2023-04,2022-12
72028,2022-06,2022-05
23737,2023-07,2023-11
37720,2023-05,2021-04
13095,2021-02,2021-11
7245,2023-03,2022-07
5454,2023-05,2021-11
41476,2022-04,2023-10
58244,2023-10,2023-07
79716,2022-12,2023-05
99986,2023-02,2021-04
49239,2022-11,2023-10
75775,2023-08,2021-04
22936,2022-01,2021-03
7726,2023-01,2021-03
80278,2021-01,2023-11
44176,2021-04,2021-10
35870,2021-09,2023-02
42101,2022-03,2022-07
46204,2022-12,2021-08
44082,2022-03,2021-11
3894,2021-08,2022-08
88124,2023-04,2022-07
27590,2021-09,2023-11
34806,2022-06,2021-12
87345,2023-01,2022-05
20959,2023-09,2021-01
56148,2021-06,2023-10
18740,2023-04,2022-01
24807,2021-11,2023-12
21403,2023-05,2021-05
44965,2023-04,2023-08
51149,2022-05,2023-12
14848,2022-06,2021-11
77908,2023-10,2021-04
62768,2023-01,2021-06
93704,2023-09,2021-01
19272,2021-01,2022-10
46507,2023-11,2022-03
58036,2023-09,2021-05
52413,2021-08,2021-01
1994,2022-12,2023-12
83270,2021-04,2022-12
1566,2022-05,2022-02
60003,2023-02,2023-02
28807,2022-01,2022-04
54588,2022-04,2023-02
33454,2023-09,2021-07
38133,2021-10,2022-05
26466,2023-01,2023-05
29453,2023-09,2023-11
99539,2023-10,2023-01
86972,2023-11,2022-02
50816,2023-10,2022-12
91611,2023-04,2023-08
64043,2023-03,2022-01
87222,2023-07,2021-06
53807,2022-10,2022-09
64933,2023-01,2021-05
66044,2021-02,2022-06
73267,2023-07,2022-07
22940,2023-04,2023-05
23054,2021-03,2021-11
29181,2023-01,2022-11
33374,2023-11,2021-10
93740,2023-10,2023-10
95589,2021-06,2021-10
1446,2021-02,2022-12
57802,2023-08,2021-01
86920,2021-11,2022-05
33626,2023-07,2021-11
17721,2022-09,2023-02
12736,2021-08,2021-10
63624,2023-03,2022-07
10544,2023-08,2021-07
49024,2023-02,2021-05
1357,2022-01,2021-04
74124,2023-12,2021-01
38812,2023-07,2021-04
85950,2022-10,2022-06
30410,2021-08,2023-03
43078,2021-03,2023-07
80523,2023-04,2021-12
91621,2023-05,2021-09
92852,2021-09,2021-12
17392,2022-06,2021-03
16989,2023-09,2021-04
49174,2021-11,2021-07
24411,2021-06,2022-05
14375,2022-12,2021-07
7049,2023-05,2021-08
13111,2021-06,2021-01
20991,2023-05,2023-12
85741,2022-11,2023-03
76751,2022-06,2023-06
17034,2023-10,2022-03
92109,2022-01,2022-04
73896,2021-03,2023-03
94560,2022-04,2023-05
63509,2023-10,2021-06
7206,2022-07,2021-09
84044,2021-02,2021-08
53222,2021-09,2022-11
92721,2022-09,2021-12
83367,2023-12,2022-12
30548,2023-01,2023-04
74719,2022-09,2022-03
28033,2023-09,2022-03
99301,2021-03,2022-06
70692,2022-12,2021-07
42153,2023-01,2023-07
28273,2022-05,2023-11
27771,2021-01,2022-05
71909,2023-07,2021-02
12144,2021-02,2021-05
60656,2022-08,2023-08
74553,2022-04,2022-06
99260,2023-05,2022-01
7565,2021-11,2021-09
86173,2023-01,2022-12
92122,2021-03,2023-07
68615,2021-10,2022-04
41135,2021-07,2022-04
13287,2023-04,2021-03
76853,2022-04,2023-07
95434,2022-09,2022-01
85323,2022-08,2023-01
76114,2022-06,2021-11
50952,2021-06,2021-08
89958,2023-05,2023-02
56815,2022-09,2022-03
2595,2021-12,2022-12
21276,2023-09,2021-01
42940,2021-04,2022-06
21296,2023-06,2021-11
36684,2023-03,2021-05
58367,2023-02,2023-12
62684,2022-09,2021-08
98463,2021-02,2021-07
97864,2023-12,2021-10
33179,2023-07,2022-06
8434,2023-01,2021-01
87826,2021-04,2021-09
61410,2021-04,2021-07
46147,2023-07,2022-05
81100,2023-03,2021-04
44336,2023-10,2023-09
8561,2023-11,2022-02
99772,2022-07,2023-09
53871,2021-12,2023-01
21300,2021-09,2021-07
71029,2023-05,2023-06
23946,2023-10,2021-02
96947,2021-06,2023-06
52734,2022-05,2022-11
68515,2023-07,2023-06
61684,2021-02,2023-03
53881,2022-01,2023-11
76457,2022-03,2021-09
17286,2021-03,2022-05
67125,2023-06,2021-04
89518,2021-01,2023-02
51193,2023-06,2021-04
91965,2022-05,2023-12
46975,2021-03,2021-04
99112,2022-12,2022-08
53643,2022-01,2021-12
24890,2022-06,2021-10
30753,2023-12,2021-06
66110,2023-03,2021-07
80108,2023-06,2021-09
17816,2023-06,2022-05
30086,2021-04,2021-10
85251,2022-12,2021-12
6792,2023-10,2023-09
46639,2021-06,2022-04
32227,2022-03,2023-07
74025,2021-11,2022-09
16129,2022-04,2022-10
41258,2023-03,2023-11
63940,2021-04,2021-04
77974,2023-10,2023-08
75954,2022-08,2021-12
26722,2021-07,2022-07
35372,2022-05,2021-11
83399,2021-12,2021-11
48535,2023-03,2022-06
25852,2021-04,2023-05
63182,2023-07,2023-07
23088,2023-07,2022-03
74056,2023-06,2023-12
70324,2023-08,2023-01
66962,2022-03,2023-09
25197,2022-09,2023-01
95172,2023-11,2023-02
35829,2021-03,2022-12
22266,2021-07,2023-02
87180,2023-10,2021-11
20100,2023-02,2023-09
58579,2022-06,2022-03
18124,2023-10,2021-08
52851,2023-05,2022-06
28498,2021-01,2022-04
27895,2023-02,2022-06
37695,2021-01,2023-04
17019,2022-07,2021-01
90803,2022-01,2021-11
68990,2023-08,2021-08
16791,2021-01,2023-12
56873,2022-08,2022-01
88350,2022-07,2023-04
60846,2023-04,2021-08
99449,2023-10,2023-10
87159,2021-02,2022-11
66849,2023-12,2021-02
36763,2021-05,2023-05
25758,2022-12,2023-12
52764,2021-10,2023-10
67963,2021-03,2021-09
27798,2022-03,2021-07
53688,2023-06,2021-03
91941,2021-06,2023-11
86168,2023-09,2021-07
41615,2021-04,2022-06
59000,2022-09,2021-10
42629,2022-01,2023-12
20824,2021-01,2021-11
23629,2021-01,2021-11
76320,2022-02,2021-02
11684,2021-12,2022-02
95630,2022-08,2022-07
48943,2022-05,2021-03
97168,2022-04,2023-09
53683,2021-05,2022-02
66660,2023-07,2023-10
29685,2023-08,2022-09
45263,2023-07,2022-08
64662,2021-07,2022-02
49239,2022-11,2022-12
65824,2022-09,2021-11
15140,2023-12,2021-04
43717,2021-03,2023-10
82377,2022-08,2023-05
77453,2022-10,2022-08
51073,2023-04,2021-02
99038,2022-05,2022-11
25003,2022-03,2022-08
75219,2021-07,2023-08
92515,2022-09,2022-02
71549,2022-02,2023-02
35807,2022-08,2021-11
91755,2023-05,2022-08
9312,2023-08,2023-12
82323,2021-06,2022-12
10596,2021-09,2023-12
79770,2022-09,2023-08
1496,2022-04,2021-09
2785,2023-09,2021-05
30854,2023-08,2023-04
51916,2023-01,2021-05
87121,2021-02,2022-11
34939,2022-01,2022-08
70649,2023-04,2023-08
69637,2022-08,2023-09
58493,2022-06,2021-05
62777,2023-02,2023-01
5501,2023-11,2021-09
33149,2021-03,2021-10
99797,2022-12,2021-10
91834,2021-10,2022-01
42644,2022-04,2022-11
53679,2022-03,2021-04
35108,2022-03,2022-05
61682,2023-05,2021-12
22493,2023-10,2022-07
62296,2021-05,2021-04
79569,2023-06,2023-05
92559,2021-05,2023-04
58970,2023-08,2021-10
22131,2021-02,2022-05
74948,2021-11,2022-12
59410,2023-01,2022-04
4472,2023-08,2022-11
45447,2021-04,2022-09
91863,2023-06,2023-12
93247,2023-12,2023-08
42346,2021-07,2023-11
52044,2021-07,2022-11
39005,2022-12,2021-12
74829,2021-03,2022-10
21672,2021-03,2021-02
74372,2023-01,2022-04
67987,2022-08,2023-02
40362,2021-06,2022-10
60964,2021-10,2021-01
95341,2021-08,2021-01
31433,2021-06,2023-06
25176,2022-05,2022-07
39938,2023-01,2023-09
51164,2021-06,2021-04
67474,2022-01,2022-05
64560,2023-06,2023-02
9529,2021-06,2023-12
26351,2021-02,2023-12
3975,2021-04,2022-04
24989,2023-05,2021-07
73034,2022-08,2022-12
82255,2021-05,2022-03
87882,2023-01,2022-02
28227,2022-05,2021-07
14330,2023-10,2023-09
5696,2021-03,2023-11
68389,2023-07,2023-11
90719,2022-02,2023-07
48488,2021-04,2021-11
75366,2022-11,2021-02
85960,2023-03,2023-06
59948,2023-06,2022-08
40892,2022-03,2023-06
66829,2022-06,2021-03
2531,2023-09,2022-05
40789,2021-04,2023-06
12776,2021-05,2022-11
77365,2023-06,2023-07
66326,2022-04,2022-01
18503,2021-01,2021-03
43839,2021-01,2022-09
9890,2022-08,2021-09
58054,2023-09,2021-12
41754,2023-09,2023-07
89945,2023-08,2022-10
44955,2022-07,2022-03
5138,2022-12,2022-10
29479,2022-09,2021-10
65581,2023-12,2021-11
33062,2022-09,2023-05
89773,2023-05,2021-12
8710,2023-09,2021-08
63144,2021-05,2023-04
87349,2022-10,2023-11
45264,2023-06,2023-02
75286,2023-01,2021-05
16852,2022-08,2023-12
21461,2022-06,2022-06
64768,2021-04,2021-02
83285,2022-01,2022-10
8550,2021-08,2022-06
1553,2022-08,2021-10
53498,2021-03,2022-12
47868,2023-01,2023-03
34156,2023-05,2021-06
68382,2022-08,2021-07
9223,2022-04,2021-10
36425,2022-10,2022-06
28895,2022-10,2023-11
2876,2022-07,2021-10
75722,2023-01,2023-12
28762,2022-08,2022-11
72558,2023-06,2022-06
97837,2023-12,2022-12
92724,2022-03,2021-10
28108,2023-06,2022-03
49574,2022-01,2021-11
14863,2022-09,2022-04
31679,2021-05,2022-12
40359,2022-01,2022-06
10089,2022-04,2023-12
22265,2022-09,2021-08
34734,2023-09,2021-10
87919,2023-06,2021-07
79957,2022-09,2023-04
55962,2021-06,2022-08
91943,2023-10,2023-09
67426,2022-02,2021-04
32735,2023-01,2021-07
49763,2021-05,2022-04
1324,2023-08,2023-10
6890,2023-08,2022-09
15107,2022-11,2022-01
29944,2023-02,2023-01
93487,2021-09,2022-12
5400,2023-08,2022-02
36405,2023-06,2022-09
56502,2021-10,2021-04
12510,2023-09,2022-08
73829,2023-12,2022-02
43704,2023-03,2022-08
92126,2023-11,2023-07
24938,2021-09,2023-06
11983,2022-06,2023-01
99179,2023-06,2023-12
36597,2021-01,2021-05
67111,2021-09,2021-03
56573,2023-04,2021-08
15732,2022-05,2022-10
19855,2023-02,2022-01
95335,2022-12,2021-06
72044,2022-11,2021-05
23938,2022-07,2023-01
13492,2021-04,2023-12
20021,2022-05,2022-01
36711,2022-03,2022-06
31022,2021-04,2023-12
80582,2022-03,2021-04
66685,2022-08,2023-03
98367,2023-06,2022-08
92254,2022-11,2023-08
75204,2021-07,2023-05
58354,2021-08,2022-06
47438,2021-11,2023-03
53410,2023-01,2021-09
63680,2021-08,2023-10
27084,2023-12,2023-10
3583,2021-08,2021-08
23787,2022-08,2022-09
34551,2022-05,2023-02
32177,2021-06,2023-06
13919,2021-09,2021-11
82308,2022-04,2023-12
9911,2023-10,2022-04
45672,2021-11,2023-12
555,2023-12,2023-09
67048,2023-05,2021-12
13178,2023-08,2023-01
8258,2023-05,2022-02
58525,2022-02,2021-03
34101,2021-03,2021-12
14841,2021-06,2023-12
51981,2023-12,2021-09
19532,2022-08,2022-02
92847,2023-08,2021-05
36212,2022-12,2021-01
64010,2022-11,2022-03
65235,2021-03,2023-04
20175,2023-09,2023-12
96251,2023-01,2021-03
61149,2022-07,2021-07
58320,2023-10,2023-08
45192,2021-07,2021-07
29431,2023-03,2022-03
25202,2023-03,2022-02
41139,2021-12,2021-05
80268,2023-07,2022-10
87121,2021-02,2021-01
8481,2022-11,2023-09
41541,2022-03,2022-06
32995,2022-06,2023-11
30375,2023-11,2023-11
10251,2022-10,2021-05
78626,2023-08,2023-01
97229,2021-11,2023-04
29743,2022-09,2023-12
12891,2021-01,2023-06
84989,2022-07,2023-03
35220,2022-03,2022-11
12003,2021-03,2023-06
16442,2021-12,2021-01
69353,2022-05,2023-01
69216,2021-08,2021-02
64318,2023-11,2023-12
33479,2023-08,2023-11
78907,2021-04,2023-01
61168,2022-11,2023-11
579,2023-09,2022-02
24609,2023-02,2021-10
87440,2023-08,2022-03
2355,2021-12,2022-01
26133,2021-01,2022-12
84656,2021-04,2022-03
52432,2021-08,2022-04
23169,2023-10,2022-12
54078,2021-09,2023-06
53856,2021-01,2022-04
71306,2022-03,2021-01
31510,2022-05,2023-05
41430,2023-05,2022-05
94076,2022-11,2022-02
99446,2022-08,2021-04
11073,2022-05,2021-05
11601,2023-09,2021-12
15508,2023-07,2022-08
89912,2021-05,2021-02
15368,2023-07,2021-02
16971,2023-01,2023-02
3808,2021-06,2022-06
93734,2022-05,2023-02
51848,2023-11,2021-08
65419,2023-05,2023-06
4503,2023-12,2022-05
79397,2021-12,2022-11
50707,2022-09,2022-09
32689,2022-03,2023-04
14091,2023-12,2023-08
1566,2022-05,2021-06
96689,2021-03,2023-06
3541,2023-03,2023-02
95316,2022-03,2022-02
79178,2022-11,2021-02
32615,2022-09,2023-08
87163,2021-02,2021-03
37090,2023-06,2022-12
20547,2021-11,2022-08
53863,2021-03,2021-12
24390,2021-09,2021-06
45431,2022-10,2022-04
45319,2023-10,2023-03
11758,2023-02,2022-10
9971,2021-08,2023-12
52980,2021-05,2023-12
66417,2023-08,2023-11
27228,2023-02,2022-04
2144,2022-10,2023-05
9197,2023-09,2022-06
68775,2021-12,2022-09
15555,2022-04,2022-12
24772,2022-02,2023-09
28099,2021-06,2022-02
28871,2023-12,2023-11
94848,2022-04,2021-10
57398,2021-04,2022-06
73402,2023-11,2021-10
24686,2021-04,2021-02
53338,2021-05,2021-05
60366,2022-10,2022-08
78691,2022-07,2022-12
31121,2022-11,2023-12
65422,2021-06,2022-09
15385,2022-07,2023-04
39963,2023-11,2022-11
15430,2021-10,2023-09
66175,2021-08,2023-10
4371,2022-09,2023-03
56122,2022-05,2021-11
39500,2023-04,2021-02
55516,2023-11,2021-09
2007,2022-04,2023-05
76987,2022-11,2021-08
84588,2022-07,2022-06
48714,2023-11,2023-10
64231,2021-03,2021-08
53453,2021-09,2022-11
96100,2022-02,2023-11
67898,2021-08,2023-03
10650,2021-06,2021-12
44108,2021-09,2021-12
64751,2022-04,2021-12
69185,2021-12,2021-09
26423,2023-05,2022-01
96639,2023-09,2022-05
36618,2022-03,2021-10
4694,2023-08,2023-12
70562,2022-03,2021-04
23865,2022-10,2022-11
74011,2023-10,2023-05
5850,2021-03,2021-06
57868,2022-12,2021-08
67353,2023-09,2023-03
69603,2021-04,2022-06
47654,2022-11,2021-10
22414,2022-07,2022-04
48246,2021-09,2021-01
49047,2022-03,2021-11
13221,2022-07,2023-04
13154,2022-05,2022-09
51904,2023-08,2021-11
71504,2022-02,2022-12
35783,2022-04,2022-05
90010,2021-08,2023-11
72157,2021-01,2023-07
72567,2021-04,2022-06
77229,2022-06,2022-04
21500,2021-06,2023-08
26683,2021-11,2021-05
25778,2023-09,2023-10
87921,2021-05,2021-04
57597,2021-09,2022-09
90479,2021-12,2023-01
61837,2022-10,2023-09
61785,2021-09,2021-10
59296,2023-03,2023-02
37824,2022-01,2023-10
34406,2022-12,2023-08
63374,2023-12,2022-11
43428,2022-01,2022-09
75464,2023-02,2023-12
52740,2021-06,2023-07
23801,2022-07,2021-09
64249,2021-06,2022-08
2151,2021-12,2021-12
59279,2021-05,2021-09
2804,2021-03,2021-09
35526,2023-10,2023-12
76059,2023-07,2022-12
5916,2021-01,2023-12
9630,2022-04,2022-07
92039,2021-06,2022-03
23690,2022-05,2022-06
41978,2022-07,2022-12
33112,2021-04,2021-10
80307,2023-07,2021-08
43920,2023-03,2021-09
36040,2022-08,2022-05
88253,2021-04,2022-02
69716,2021-08,2021-05
98026,2021-10,2021-11
26726,2021-11,2023-12
39114,2021-01,2023-11
51318,2021-12,2021-08
70802,2022-08,2021-03
20465,2022-04,2023-12
90888,2023-02,2023-12
58029,2023-05,2021-01
86791,2021-02,2023-08
50456,2023-02,2021-06
29276,2022-09,2022-01
64089,2021-06,2021-12
16420,2023-11,2022-05
52458,2021-02,2021-05
79409,2023-06,2023-04
68458,2022-09,2022-02
77216,2021-03,2022-06
81508,2023-02,2022-08
97381,2023-05,2023-12
29501,2022-10,2021-10
11342,2022-11,2023-04
11760,2021-11,2022-03
46950,2021-06,2021-05
92329,2022-11,2022-11
45151,2021-08,2023-10
48056,2022-10,2022-11
93313,2021-10,2022-12
95152,2022-12,2023-03
36087,2022-02,2022-07
29111,2023-01,2021-10
851,2023-12,2022-05
34922,2023-06,2021-07
23221,2022-12,2021-08
91148,2021-08,2023-10
92909,2021-11,2022-11
4872,2023-11,2021-07
29713,2023-04,2021-04
47212,2021-05,2021-06
4612,2021-12,2023-11
28970,2022-07,2023-12
72094,2022-06,2022-06
96880,2021-04,2021-01
89621,2021-03,2023-08
52565,2021-05,2022-02
19868,2021-08,2022-07
88560,2022-08,2021-04
1298,2023-01,2021-09
1055,2021-03,2023-09
47983,2021-02,2022-07
66042,2022-08,2023-11
24627,2021-01,2021-04
15090,2022-08,2021-10
51561,2022-08,2021-11
28248,2022-08,2022-11
3453,2022-05,2021-11
44408,2022-07,2021-11
4179,2022-05,2022-03
89881,2022-09,2021-12
32578,2021-02,2021-12
19727,2022-04,2022-03
94813,2021-03,2021-02
98814,2023-05,2022-09
98990,2023-02,2021-06
53725,2022-01,2022-09
67128,2022-07,2021-01
59722,2021-01,2023-06
61997,2022-04,2021-07
15591,2021-06,2023-06
80907,2023-10,2022-02
73410,2021-05,2021-04
99211,2022-01,2023-03
32051,2022-09,2022-08
23460,2021-07,2021-11
6867,2022-05,2022-03
29971,2023-03,2022-03
54563,2023-12,2022-05
2633,2023-09,2023-09
32885,2021-07,2021-01
60110,2023-03,2022-07
3424,2022-02,2023-08
74299,2022-11,2022-02
28647,2022-03,2023-09
4167,2022-05,2021-04
8294,2021-02,2021-12
98915,2023-08,2023-12
88851,2023-06,2023-01
58456,2022-01,2021-12
65311,2022-01,2022-11
4340,2022-07,2023-12
25678,2022-07,2022-04
87001,2022-04,2021-11
22021,2022-11,2022-08
87514,2022-03,2021-04
47289,2021-06,2022-02
87071,2022-04,2021-07
83135,2021-12,2021-06
97713,2022-11,2023-01
26076,2022-11,2022-05
59319,2022-09,2021-10
43960,2021-09,2023-06
69126,2023-02,2022-03
89860,2022-07,2021-11
77109,2021-09,2021-09
25766,2021-12,2023-03
27825,2021-07,2021-10
35132,2022-02,2021-05
41223,2022-03,2023-07
90702,2023-04,2023-12
53764,2021-10,2022-10
42234,2022-05,2022-11
17750,2021-01,2023-04
97123,2023-11,2022-11
33563,2021-04,2022-07
14258,2023-07,2023-03
70642,2022-03,2022-10
3691,2022-03,2022-04
31824,2022-11,2021-02
19697,2022-02,2023-03
80799,2021-05,2021-12
22516,2022-01,2022-07
5981,2022-10,2023-03
88419,2023-10,2023-09
94615,2021-03,2023-06
92610,2022-04,2021-01
82843,2021-07,2021-12
31571,2023-02,2021-06
62677,2021-03,2023-05
65046,2023-08,2023-03
65471,2022-05,2023-12
65161,2021-07,2022-02
89707,2022-01,2021-10
98926,2022-12,2021-10
27424,2022-10,2022-09
48046,2022-07,2023-12
34497,2021-07,2023-01
21166,2022-07,2022-12
92970,2021-07,2023-11
78492,2022-05,2021-12
41777,2023-12,2022-06
38181,2023-12,2022-03
63603,2023-01,2021-10
64780,2021-04,2023-09
43749,2022-05,2022-12
89843,2021-10,2021-10
84344,2022-07,2022-07
18438,2023-05,2023-11
9803,2022-11,2021-01
8111,2021-12,2022-04
41268,2023-09,2023-06
50162,2021-12,2023-07
80366,2023-10,2022-04
60657,2023-12,2023-12
45687,2022-08,2022-01
63388,2021-06,2022-10
86585,2022-06,2023-12
43109,2023-09,2022-04
86632,2022-05,2021-06
13567,2021-11,2021-05
98921,2021-05,2021-07
81396,2022-08,2021-10
49697,2022-07,2023-05
61926,2022-11,2022-05
2914,2021-09,2022-08
12556,2022-12,2021-07
4988,2023-10,2022-01
87247,2023-06,2021-11
85236,2021-09,2022-05
59806,2021-06,2023-11
33370,2022-03,2022-02
21339,2022-12,2022-06
86449,2023-07,2022-08
73032,2023-01,2023-07
8149,2021-04,2023-04
74122,2023-07,2021-08
37497,2021-12,2023-08
61029,2023-04,2023-04
13258,2021-08,2023-07
26587,2021-10,2021-07
68421,2022-06,2022-04
10188,2022-02,2022-01
29757,2021-07,2023-07
25978,2022-11,2021-08
12704,2023-10,2021-04
5172,2022-05,2023-06
39241,2023-11,2021-05
76853,2022-04,2022-07
45872,2022-01,2023-04
11392,2021-11,2022-02
59690,2022-03,2022-05
6634,2023-03,2021-12
72490,2022-05,2023-08
56716,2021-01,2022-08
45689,2021-01,2023-12
68955,2023-04,2023-03
5317,2022-08,2021-12
61610,2022-06,2023-07
21067,2022-03,2021-05
50911,2023-03,2022-05
9801,2023-02,2022-01
80137,2021-07,2021-08
83038,2021-03,2022-01
56460,2021-10,2022-05
26768,2021-01,2021-10
75553,2022-02,2023-08
5341,2021-11,2023-12
11689,2021-06,2021-08
82169,2021-07,2021-03
62443,2021-06,2022-12
97841,2022-05,2021-06
13575,2022-12,2022-03
99678,2022-02,2021-01
80776,2023-01,2022-09
92838,2023-12,2023-03
59250,2022-01,2022-07
30767,2021-01,2022-06
30107,2022-07,2023-10
71247,2021-10,2022-09
2931,2021-07,2023-02
51649,2022-01,2021-06
2486,2022-01,2022-12
29697,2023-10,2023-03
40326,2022-03,2021-10
58356,2022-07,2021-05
75169,2023-07,2022-01
48912,2023-07,2023-12
20203,2023-04,2021-09
68061,2022-07,2023-08
5322,2023-07,2021-01
47361,2022-11,2021-10
72825,2023-01,2022-10
68298,2021-05,2021-07
25132,2021-08,2023-08
18235,2021-06,2023-07
92627,2023-07,2022-11
27041,2022-09,2022-06
82672,2022-07,2022-10
73716,2023-04,2021-05
28602,2023-11,2023-12
55981,2021-06,2021-03
73516,2022-09,2023-12
94296,2021-05,2021-02
83088,2023-08,2021-12
58880,2022-02,2021-12
51851,2021-02,2023-02
16875,2022-03,2023-09
19449,2021-12,2021-07
15816,2023-06,2021-01
60112,2021-10,2022-11
43863,2022-03,2023-01
58551,2022-09,2023-10
17731,2022-07,2023-01
453,2022-07,2023-11
62730,2023-08,2022-07
37000,2022-08,2023-12
57149,2021-04,2022-07
15190,2022-11,2021-02
53687,2023-09,2021-07
48057,2022-12,2021-09
81457,2021-07,2021-03
47342,2021-08,2021-05
58458,2023-07,2021-07
74529,2023-07,2021-12
5417,2022-01,2022-01
54728,2023-08,2021-02
18172,2021-04,2023-01
65458,2022-02,2023-02
37715,2023-12,2021-06
94139,2021-10,2023-05
83976,2022-08,2021-05
84408,2023-07,2022-12
37645,2021-02,2022-12
11194,2023-09,2021-02
98253,2023-01,2021-03
46456,2021-11,2023-03
77551,2023-08,2022-09
14434,2023-01,2021-01
48367,2023-08,2023-12
28831,2023-12,2022-09
99131,2022-08,2022-02
23077,2022-12,2022-10
1265,2021-09,2021-05
80200,2023-06,2021-08
85859,2022-07,2022-10
67690,2022-10,2022-09
30070,2023-07,2023-10
42143,2022-03,2022-04
2868,2021-06,2023-06
15390,2021-09,2023-12
21511,2022-07,2023-09
54109,2023-09,2023-03
64948,2023-04,2022-10
15784,2023-09,2021-06
53702,2022-04,2023-11
17498,2023-05,2021-04
8853,2022-08,2023-12
14673,2021-08,2022-08
8487,2022-05,2021-09
97556,2021-03,2023-06
49426,2022-03,2022-09
5491,2022-06,2022-12
45699,2023-01,2022-07
61121,2023-02,2022-11
98573,2021-03,2021-12
47910,2022-08,2023-09
85728,2021-05,2022-01
96110,2023-06,2023-02
20144,2023-09,2021-10
25859,2022-10,2022-11
11720,2021-10,2022-07
27834,2021-03,2023-09
93471,2021-03,2021-11
24510,2021-02,2022-09
6960,2022-09,2023-02
15359,2022-07,2022-11
12709,2023-05,2023-05
97433,2022-09,2023-12
55341,2022-10,2021-12
317,2023-03,2023-01
51053,2023-01,2022-05
